reference_id,article_title,matched_title,score,matched_doi,meta_id,query_type
b0,Preparation and characterization of bone and tooth collagen for isotopic analysis,Preparation And Characterization Of Bone And Tooth Collagen For Isotopic Analysis,70,10.1016/0305-4403(90)90007-r,https://w3id.org/oc/meta/br/06302759410,year_volume_page
b1,Experimental evidence for the relationship of the carbon iso- tope ratios of whole diet and dietary protein to those of bone collagen and carbonate,Experimental Evidence For The Relationship Of The Carbon Isotope Ratios Of Whole Diet And Dietary Protein To Those Of Bone Collagen And Carbonate,70,10.1007/978-3-662-02894-0_1,https://w3id.org/oc/meta/br/061902702361,year_author_page
b2,"Integrating isotopes and documentary evidence: dietary patterns in a late medieval and early modern mining community, Sweden","Integrating Isotopes And Documentary Evidence: Dietary Patterns In A Late Medieval And Early Modern Mining Community, Sweden",70,10.1007/s12520-017-0518-1,https://w3id.org/oc/meta/br/06170394772,year_volume_page
b3,Interpreting the expansion of sea fishing in medieval Europe using stable isotope analysis of archaeological cod bones,Interpreting The Expansion Of Sea Fishing In Medieval Europe Using Stable Isotope Analysis Of Archaeological Cod Bones,70,10.1016/j.jas.2011.02.017,https://w3id.org/oc/meta/br/06102772145,year_volume_page
b4,Organochlorine accumulation and stable isotope ratios in an Atlantic salmon (Salmo salar) population from the Baltic Sea,Organochlorine Accumulation And Stable Isotope Ratios In An Atlantic Salmon (Salmo Salar) Population From The Baltic Sea,70,10.1016/s0048-9697(01)00842-7,https://w3id.org/oc/meta/br/06190987805,year_volume_page
b5,Birkarlar and Sámi – inter-cultural contacts beyond state control: reconsidering the standing of external tradesmen (birkarlar) in medieval Sámi socie- ties,Birkarlarand Sámi – Inter-Cultural Contacts Beyond State Control: Reconsidering The Standing Of External Tradesmen (Birkarlar) In Medieval Sámi Societies,65,10.1080/08003831.2016.1154676,https://w3id.org/oc/meta/br/06901849366,year_volume_page
b7,"Domestication, Reindeer Husbandry and the Development of Sámi Pastoralism","Domestication, Reindeer Husbandry And The Development Of Sámi Pastoralism",70,10.1080/08003831.2013.847676,https://w3id.org/oc/meta/br/06901849388,year_volume_page
b8,Trophic level isotopic enrichment of carbon and nitro- gen in bone collagen: case studies from recent and ancient terrestrial ecosystems,Trophic Level Isotopic Enrichment Of Carbon And Nitrogen In Bone Collagen: Case Studies From Recent And Ancient Terrestrial Ecosystems,65,10.1002/oa.662,https://w3id.org/oc/meta/br/06701035052,year_volume_page
b9,Methods for Summarizing Radiocarbon Datasets,Methods For Summarizing Radiocarbon Datasets,70,10.1017/rdc.2017.108,https://w3id.org/oc/meta/br/06801168176,year_volume_page
b10,Improved Collagen Extraction by Modified Longin Method,Improved Collagen Extraction By Modified Longin Method,70,10.1017/s0033822200044118,https://w3id.org/oc/meta/br/061201153210,year_volume_page
b12,Postmortem preservation and alteration of in vivo bone collagen isotope ratios in relation to palaeodietary reconstruction,Postmortem Preservation And Alteration Of In Vivo Bone Collagen Isotope Ratios In Relation To Palaeodietary Reconstruction,70,10.1038/317806a0,https://w3id.org/oc/meta/br/06210354227,year_volume_page
b13,Influence of diet on the distribution of carbon isotopes in animals,Influence Of Diet On The Distribution Of Carbon Isotopes In Animals,70,10.1016/0016-7037(78)90199-0,https://w3id.org/oc/meta/br/06601689281,year_volume_page
b14,Consideration of Freshwater and Multiple Marine Reservoir Effects: Dating of Individuals with Mixed Diets from Northern Sweden,Consideration Of Freshwater And Multiple Marine Reservoir Effects: Dating Of Individuals With Mixed Diets From Northern Sweden,70,10.1017/rdc.2018.78,https://w3id.org/oc/meta/br/06801168080,year_volume_page
b19,Population genomics of Mesolithic Scandinavia: Investigating early postglacial migration routes and high-latitude adaptation,Population Genomics Of Mesolithic Scandinavia: Investigating Early Postglacial Migration Routes And High-Latitude Adaptation,70,10.1371/journal.pbio.2003703,https://w3id.org/oc/meta/br/061201907056,year_volume_page
b23,Collagen turnover in the adult femoral mid-shaft: modelled from anthropogenic radiocarbon tracer measurements,Collagen Turnover In The Adult Femoral Mid-Shaft: Modeled From Anthropogenic Radiocarbon Tracer Measurements,70,10.1002/ajpa.20598,https://w3id.org/oc/meta/br/061402172128,year_volume_page
b25,N/A,Dental Anthropology,70,10.1017/cbo9781139170697,https://w3id.org/oc/meta/br/06703177045,author_title
b27,Sulphur isotopes in our environment,Sulphur Isotopes In Our Environment,70,10.1016/b978-0-444-41780-0.50017-1,https://w3id.org/oc/meta/br/06301952415,year_author_page
b28,"Isotopic Evidence for Environmental Adaptation in Medieval Iin Hamina, Northern Finland","Isotopic Evidence For Environmental Adaptation In Medieval Iin Hamina, Northern Finland",70,10.1017/rdc.2017.52,https://w3id.org/oc/meta/br/06801168246,author_title
b30,"Hearths in the coastal areas of northernmost Sweden, from the period AD 800 to 1950","Hearths In The Coastal Areas Of Northernmost Sweden, From The Period AD 800 To 1950",70,10.7557/2.36.1.3767,https://w3id.org/oc/meta/br/06230149656,year_volume_page
