reference_id,article_title,matched_title,score,matched_doi,meta_id,query_type
b1,Evolution of feeding behavior in insect herbivores,Evolution Of Feeding Behavior In Insect Herbivores,70,10.2307/1313226,https://w3id.org/oc/meta/br/06701781353,author_title
b4,Toward a metabolic theory of ecology,Response To Forum Commentary On “Toward A Metabolic Theory Of Ecology”,70,10.1890/03-0800,https://w3id.org/oc/meta/br/062301567617,author_title
b6,"Influence of millipedes on litter decomposition, N mineralization, and microbial communities in a coastal forest in British Columbia, Canada","Influence Of Millipedes On Litter Decomposition, N Mineralization, And Microbial Communities In A Coastal Forest In British Columbia, Canada",70,10.1139/x00-014,https://w3id.org/oc/meta/br/06202872121,author_title
b8,The role of litter-feeding macroarthropods in decomposition processes: a reappraisal of common views,The Role Of Litter-Feeding Macroarthropods In Decomposition Processes: A Reappraisal Of Common Views,70,10.1016/j.soilbio.2014.05.009,https://w3id.org/oc/meta/br/06170791134,author_title
b9,"The ecology of saprophagous macroarthropods (millipedes, woodlice) in the context of global change","The Ecology Of Saprophagous Macroarthropods (Millipedes, Woodlice) In The Context Of Global Change",70,10.1111/j.1469-185x.2010.00138.x,https://w3id.org/oc/meta/br/06101657668,author_title
b10,Functional relationships beyond species richness patterns: trait matching in plant-bird mutualisms across scales,Functional Relationships Beyond Species Richness Patterns: Trait Matching In Plant-Bird Mutualisms Across Scales,70,10.1111/geb.12193,https://w3id.org/oc/meta/br/061803138657,author_title
b11,Herbivore effect traits and their impact on plant community biomass: an experimental test using grasshoppers,Data From: Herbivore Effect Traits And Their Impact On Plant Community Biomass: An Experimental Test Using Grasshoppers,70,10.5061/dryad.5q33h,https://w3id.org/oc/meta/br/060274644,author_title
b18,Inferring food web structure from predator-prey body size relationships,Inferring Food Web Structure From Predator-Prey Body Size Relationships,70,10.1111/2041-210x.12103,https://w3id.org/oc/meta/br/06701311281,author_title
b21,Herbivory mediated by coupling between biomechanical traits of plants and grasshoppers,Herbivory Mediated By Coupling Between Biomechanical Traits Of Plants And Grasshoppers,70,10.1111/1365-2435.12058,https://w3id.org/oc/meta/br/0641046780,author_title
b23,Assembly and response rules: two goals for predictive community ecology,Assembly And Response Rules: Two Goals For Predictive Community Ecology,70,10.2307/3235676,https://w3id.org/oc/meta/br/06260919502,author_title
b25,Species traits as drivers of food web structure,Species Traits As Drivers Of Food Web Structure,65,10.1111/oik.04712,https://w3id.org/oc/meta/br/06190752626,author_title
b26,A novel framework for linking functional diversity of plants with other trophic levels for the quantification of ecosystem services,A Novel Framework For Linking Functional Diversity Of Plants With Other Trophic Levels For The Quantification Of Ecosystem Services,70,10.1111/jvs.12083,https://w3id.org/oc/meta/br/06180898045,author_title
b27,Trait-matching and mass effect determine the functional response of herbivore communities to land use intensification,Data From: Trait-matching And Mass Effect Determine The Functional Response Of Herbivore Communities To Land Use Intensification,70,10.5061/dryad.ns143,https://w3id.org/oc/meta/br/060294250,author_title
b29,N/A,Develoments In Numerical Ecology,50,10.1007/978-3-642-70880-0,https://w3id.org/oc/meta/br/0617059437,author_title
b30,Highly consistent effects of plant litter identity and functional traits on decomposition across a latitudinal gradient,Highly Consistent Effects Of Plant Litter Identity And Functional Traits On Decomposition Across A Latitudinal Gradient,70,10.1111/j.1461-0248.2012.01826.x,https://w3id.org/oc/meta/br/062101012295,author_title
b35,Coevolutionary alternation in antagonistic interactions,Coevolutionary Alternation In Antagonistic Interactions,70,10.1111/j.0014-3820.2006.tb01858.x,https://w3id.org/oc/meta/br/0610178747,author_title
b38,How well do multivariate data sets match? The advantages of a Procrustean superimposition approach over the Mantel test,How Well Do Multivariate Data Sets Match? The Advantages Of A Procrustean Superimposition Approach Over The Mantel Test,70,10.1007/s004420100720,https://w3id.org/oc/meta/br/06170753779,author_title
b39,N/A,The Ecological Implications Of Body Size.,65,10.2307/2403351,https://w3id.org/oc/meta/br/0642055577,author_title
b40,Current use of and future needs for soil invertebrate functional traits in community ecology,Current Use Of And Future Needs For Soil Invertebrate Functional Traits In Community Ecology,70,10.1016/j.baae.2014.03.007,https://w3id.org/oc/meta/br/0637063870,author_title
b46,The relationships of plant and insect diversities in succession,The Relationships Of Plant And Insect Diversities In Succession,70,10.1111/j.1095-8312.1979.tb00063.x,https://w3id.org/oc/meta/br/061602762349,author_title
b48,The taxonomic and functional biogeographies of phytoplankton and zooplankton communities across boreal lakes,The Taxonomic And Functional Biogeographies Of Phytoplankton And Zooplankton Communities Across Boreal Lakes,50,10.24072/pcjournal.74,https://w3id.org/oc/meta/br/06250946693,author_title
b49,Specific hypotheses on the geographic mosaic of coevolution,Specific Hypotheses On The Geographic Mosaic Of Coevolution,70,10.1086/303208,https://w3id.org/oc/meta/br/06260650302,author_title
b51,Effects of stand tree species composition and diversity on abundance of predatory arthropods,Effects Of Stand Tree Species Composition And Diversity On Abundance Of Predatory Arthropods,70,10.1111/j.0030-1299.2008.15972.x,https://w3id.org/oc/meta/br/06220745832,author_title
b52,Let the concept of trait be functional,Let The Concept Of Trait Be Functional!,70,10.1111/j.0030-1299.2007.15559.x,https://w3id.org/oc/meta/br/06230749291,author_title
b54,The mandibular forces and pressures of some predacious Coleoptera,The Mandibular Forces And Pressures Of Some Predacious Coleoptera,70,10.1016/0022-1910(89)90096-6,https://w3id.org/oc/meta/br/0650901974,author_title
