reference_id,article_title,matched_title,score,matched_doi,meta_id,query_type
ref_1,Diagnostic and statistical manual of mental disorders,Diagnostic And Statistical Manual Of Mental Disorders,70,10.1176/appi.books.9780890425596,https://w3id.org/oc/meta/br/06903050381,year_and_doi
ref_2,Proceedings of the National Academy of Sciences of the United States of America,A Neural Link Between Affective Understanding And Interpersonal Attraction,70,10.1073/pnas.1516191113,https://w3id.org/oc/meta/br/061503057610,year_and_doi
ref_3,Mindblindness,Mindblindness,70,10.7551/mitpress/4635.001.0001,https://w3id.org/oc/meta/br/06102549892,year_and_doi
ref_4,Journal of Intellectual and Developmental Disability,Elicited Imitation In Children And Adults With Autism: Is There A Deficit?,70,10.1080/13668250410001709494,https://w3id.org/oc/meta/br/061301802261,year_and_doi
ref_5,The Lancet Psychiatry,Understanding And Prevention Of Suicide In Autism,60,10.1016/s2215-0366(17)30162-1,https://w3id.org/oc/meta/br/061903797845,year_and_doi
ref_6,Journal of Abnormal Psychology,Interaction Takes Two: Typical Adults Exhibit Mind-Blindness Towards Those With Autism Spectrum Disorder.,70,10.1037/abn0000199,https://w3id.org/oc/meta/br/062201468585,year_and_doi
ref_7,Journal of Autism and Developmental Disorders,Evaluating Posed And Evoked Facial Expressions Of Emotion From Adults With Autism Spectrum Disorder,65,10.1007/s10803-014-2194-7,https://w3id.org/oc/meta/br/06120579877,year_and_doi
ref_8,Trends in Cognitive Sciences,Mirror Neurons And The Simulation Theory Of Mind-Reading.,70,10.1016/s1364-6613(98)01262-5,https://w3id.org/oc/meta/br/06110221334,year_and_doi
ref_9,"Journal of Speech, Language and Hearing Research",Emotional Facial And Vocal Expressions During Story Retelling By Children And Adolescents With High-Functioning Autism.,70,10.1044/1092-4388(2012/12-0067),https://w3id.org/oc/meta/br/062202773619,year_and_doi
ref_10,The American Journal of Psychology,An Experimental Study Of Apparent Behavior,70,10.2307/1416950,https://w3id.org/oc/meta/br/061302194471,year_and_doi
ref_11,Trends in Cognitive Sciences,Development Itself Is The Key To Understanding Developmental Disorders.,70,10.1016/s1364-6613(98)01230-3,https://w3id.org/oc/meta/br/06110221092,year_and_doi
ref_13,Journal of Child Psychology and Psychiatry,Recognition And Expression Of Emotional Cues By Autistic And Normal Adults,70,10.1111/j.1469-7610.1989.tb00288.x,https://w3id.org/oc/meta/br/0660948571,year_and_doi
ref_14,Disability and Society,On The Ontological Status Of Autism: The ‘Double Empathy Problem’,70,10.1080/09687599.2012.710008,https://w3id.org/oc/meta/br/06250730058,year_and_doi
ref_16,Journal of Neuroscience Methods,PsychoPy—Psychophysics Software In Python,65,10.1016/j.jneumeth.2006.11.017,https://w3id.org/oc/meta/br/0630463067,year_and_doi
ref_17,PLoS ONE,Can People Guess What Happened To Others From Their Reactions?,70,10.1371/journal.pone.0049859,https://w3id.org/oc/meta/br/062401503459,year_and_doi
ref_18,Journal of Autism and Developmental Disorders,Using Other Minds As A Window Onto The World: Guessing What Happened From Clues In Behaviour,65,10.1007/s10803-014-2106-x,https://w3id.org/oc/meta/br/06120579955,year_and_doi
ref_19,Neuroscience & Bioehavioral Reviews,"Cognitive And Affective Theory Of Mind In Neurodegenerative Diseases: Neuropsychological, Neuroanatomical And Neurochemical Levels",70,10.1016/j.neubiorev.2012.07.004,https://w3id.org/oc/meta/br/06230968487,year_and_doi
ref_20,Neuropsychologia,Intact Imitation Of Emotional Facial Actions In Autism Spectrum Conditions,70,10.1016/j.neuropsychologia.2010.07.012,https://w3id.org/oc/meta/br/061402105157,year_and_doi
ref_21,Scientific Reports,Neurotypical Peers Are Less Willing To Interact With Those With Autism Based On Thin Slice Judgments,70,10.1038/srep40700,https://w3id.org/oc/meta/br/061302609529,year_and_doi
ref_22,Autism,First Impressions Of Adults With Autism Improve With Diagnostic Disclosure And Increased Autism Knowledge Of Peers,70,10.1177/1362361317729526,https://w3id.org/oc/meta/br/061101187868,year_and_doi
ref_23,Journal of Autism and Developmental Disorders,How Easy Is It To Read The Minds Of People With Autism Spectrum Disorder?,65,10.1007/s10803-015-2662-8,https://w3id.org/oc/meta/br/06110591698,year_and_doi
ref_24,Autism,"Investigating Eye Movement Patterns, Language, And Social Ability In Children With Autism Spectrum Disorder",70,10.1017/s0954579414000108,https://w3id.org/oc/meta/br/0637068981,author_title
ref_25,Cognition,Stacking PCANet +: An Overly Simplified ConvNets Baseline For Face Recognition,70,10.1109/lsp.2017.2749763,https://w3id.org/oc/meta/br/06803750230,author_title
ref_26,Journal of Personality and Social Psychology,"Man, I Feel Like A Woman: When And How Gender-Role Motivation Helps Mind-Reading.",70,10.1037/a0013067,https://w3id.org/oc/meta/br/0632038598,year_and_doi
ref_27,Focus on Autism and Other Developmental Disabilities,Facial Encoding Of Children With High-Functioning Autism Spectrum Disorders,70,10.1177/1088357609347325,https://w3id.org/oc/meta/br/061802701548,year_and_doi
